ProductId,Gender,Category,SubCategory,ProductType,Colour,Usage,ProductTitle,Image,ImageURL
17620,Girls,Apparel,Bottomwear,Leggings,Red,Casual,Doodle Girls Red Leggings,17620.jpg,http://assets.myntassets.com/v1/images/style/properties/2fee7219a179236157f752e11fab44c1_images.jpg
40943,Girls,Apparel,Topwear,Tops,Pink,Casual,Gini and Jony Girls Kitch Bright Pink Top,40943.jpg,http://assets.myntassets.com/v1/images/style/properties/5d00c1add9db78ec8c48bd5eb113a149_images.jpg
17618,Girls,Apparel,Bottomwear,Leggings,Black,Casual,Doodle Girls Lace Bow Black Leggings,17618.jpg,http://assets.myntassets.com/v1/images/style/properties/9ce0924be154dcdba280243ec60c96ae_images.jpg
31123,Girls,Apparel,Topwear,Tops,White,Casual,Gini and Jony Girls Printed White Top,31123.jpg,http://assets.myntassets.com/v1/images/style/properties/e5ab9943bfac739c222a761537e8b147_images.jpg
40149,Girls,Apparel,Dress,Dresses,Pink,Casual,Gini and Jony Girls Play Suit Pink Dress,40149.jpg,http://assets.myntassets.com/v1/images/style/properties/a3e7580e88185adfc3c8cd65a9be7267_images.jpg
4723,Girls,Apparel,Topwear,Tshirts,Blue,Casual,Disney Kids Girl's Jeans Blue Teen Kidswear,4723.jpg,http://assets.myntassets.com/v1/images/style/properties/770176927d2ab1128d7e84fc81a689af_images.jpg
36754,Girls,Apparel,Topwear,Tops,White,Casual,Little Miss Girls Blazing White Top,36754.jpg,http://assets.myntassets.com/v1/images/style/properties/c2067f335cf37826c941fcdee9f9e339_images.jpg
34003,Girls,Apparel,Topwear,Tops,White,Casual,Gini and Jony Girls White Top,34003.jpg,http://assets.myntassets.com/v1/images/style/properties/1806e3c155f0dbd1f9c3a1ede159de86_images.jpg
38868,Girls,Apparel,Topwear,Tops,Grey,Casual,Allen Solly Kids Girls Mock Layered Grey Top,38868.jpg,http://assets.myntassets.com/v1/images/style/properties/3265b0f090f2e6be12b56919116a6413_images.jpg
40972,Girls,Apparel,Topwear,Tops,White,Casual,Palm Tree Girls Knits White Tops,40972.jpg,http://assets.myntassets.com/v1/images/style/properties/6ad4e27d85073205cafdd1edbd1d86f6_images.jpg
4186,Girls,Apparel,Topwear,Tshirts,Navy Blue,Casual,Disney Kids Girls Navy Stripes Mickey Kidswear,4186.jpg,http://assets.myntassets.com/v1/images/style/properties/9bcd06248e63e2cda01afb434bdb678e_images.jpg
36753,Girls,Apparel,Apparel Set,Clothing Set,Blue,Casual,Little Miss Girls Chatterbox Blue Clothing Set,36753.jpg,http://assets.myntassets.com/v1/images/style/properties/ffba35f9f9c2516c6d588f4e4a0b0e74_images.jpg
34004,Girls,Apparel,Topwear,Tops,White,Casual,Gini and Jony Girls White Top,34004.jpg,http://assets.myntassets.com/v1/images/style/properties/7daad0cb368821cfa5dd85c25d99f13f_images.jpg
4724,Girls,Apparel,Topwear,Tshirts,Yellow,Casual,Disney Kids Girl's Yellow Teen Kidswear,4724.jpg,http://assets.myntassets.com/v1/images/style/properties/e1c02daa34fef484533b8738558394ec_images.jpg
36730,Girls,Apparel,Topwear,Tops,Blue,Casual,Gini and Jony Girls Striped Blue Top,36730.jpg,http://assets.myntassets.com/v1/images/style/properties/4fed2669da2d1f50d3cb78864eec9fec_images.jpg
37629,Girls,Apparel,Topwear,Tshirts,Blue,Casual,Madagascar3 Girls Blue Printed T-Shirt,37629.jpg,http://assets.myntassets.com/v1/images/style/properties/c2d9a02562311ea50ecd510806f1db0b_images.jpg
39323,Girls,Apparel,Bottomwear,Shorts,Blue,Casual,Gini and Jony Girls Blue Shorts,39323.jpg,http://assets.myntassets.com/v1/images/style/properties/380c4d7029e588c72462806cf32e7e91_images.jpg
31176,Girls,Apparel,Topwear,Tops,White,Casual,Gini and Jony Girls White Top,31176.jpg,http://assets.myntassets.com/v1/images/style/properties/4591a16214c72aeb26ed3154a06ba6a1_images.jpg
37611,Girls,Apparel,Topwear,Tshirts,Blue,Casual,Madagascar3 Girls Blue Printed T-Shirt,37611.jpg,http://assets.myntassets.com/v1/images/style/properties/b8be02d075836d7087a07a676ae3c40a_images.jpg
34094,Girls,Apparel,Topwear,Tops,Lime Green,Casual,Doodle Girls Printed Lime Green Top,34094.jpg,http://assets.myntassets.com/v1/images/style/properties/9dfa98739bd7d7062de2e4002e09cb01_images.jpg
39324,Girls,Apparel,Bottomwear,Shorts,Blue,Casual,Gini and Jony Girls Blue Shorts,39324.jpg,http://assets.myntassets.com/v1/images/style/properties/9bc2967021b24e25243e8dcf01763cd9_images.jpg
8380,Girls,Apparel,Topwear,Tops,Purple,Casual,Doodle Girls Purple Printed Top,8380.jpg,http://assets.myntassets.com/v1/images/style/properties/Doodle-Girls-Raw-Edges-Purple-Kidswear_9beaeb92ce20d937f14c9f255527641a_images.jpg
3902,Girls,Apparel,Topwear,Tshirts,Pink,Casual,Disney Kids Girl's Minnie And Daisy Pink Kidswear,3902.jpg,http://assets.myntassets.com/v1/images/style/properties/2fd473b0c70793f5f7a5278c1d98de70_images.jpg
50721,Girls,Apparel,Dress,Dresses,Pink,Casual,Doodle Girls Pink Printed Dress,50721.jpg,http://assets.myntassets.com/v1/images/style/properties/8cb3dbe21deed6e53c4eaca084d65c00_images.jpg
33273,Girls,Apparel,Bottomwear,Leggings,Green,Casual,Gini and Jony Girls Green Leggings,33273.jpg,http://assets.myntassets.com/v1/images/style/properties/af204143b572139b0a902fb892067945_images.jpg
41005,Girls,Apparel,Bottomwear,Skirts,Navy Blue,Casual,Gini and Jony Girls Woven Navy Blue Skirts,41005.jpg,http://assets.myntassets.com/v1/images/style/properties/b4041ce696bb86167788d4e6304accac_images.jpg
37627,Girls,Apparel,Topwear,Tshirts,Purple,Casual,Madagascar3 Girls Purple Printed T-Shirt,37627.jpg,http://assets.myntassets.com/v1/images/style/properties/c8afc45b81be0fbd01dd736ef3cb97c5_images.jpg
43593,Girls,Apparel,Topwear,Tshirts,Pink,Casual,Gini and Jony Girls Polo Striped Pink T-shirt,43593.jpg,http://assets.myntassets.com/v1/images/style/properties/d90b6d313ac2aed3a61da104ae561ab6_images.jpg
41002,Girls,Apparel,Bottomwear,Skirts,Blue,Casual,Gini and Jony Girls Woven Blue Skirt,41002.jpg,http://assets.myntassets.com/v1/images/style/properties/6d1c48d3ca64df82e7faf51e42d36db6_images.jpg
33274,Girls,Apparel,Bottomwear,Leggings,Black,Casual,Gini and Jony Girls Black Leggings,33274.jpg,http://assets.myntassets.com/v1/images/style/properties/74e430aed783899975103128d36ee6dc_images.jpg
29173,Girls,Apparel,Bottomwear,Skirts,Green,Casual,United Colors of Benetton Kids Girls Printed Green Skirt,29173.jpg,http://assets.myntassets.com/v1/images/style/properties/6f0301243ab65a05244fb24b036346a6_images.jpg
50719,Girls,Apparel,Topwear,Tops,Red,Casual,Doodle Girls Red Printed Top,50719.jpg,http://assets.myntassets.com/v1/images/style/properties/9c3c4ce6364de301f02d3d43c72e0fe8_images.jpg
31178,Girls,Apparel,Topwear,Tops,Black,Casual,Gini and Jony Girls Black Top,31178.jpg,http://assets.myntassets.com/v1/images/style/properties/77227bb5d957daae2688b7852777bc77_images.jpg
46816,Girls,Apparel,Topwear,Tops,Yellow,Casual,Gini and Jony Girls Yellow Top,46816.jpg,http://assets.myntassets.com/v1/images/style/properties/8e9a36953834b934878df335a6f94c60_images.jpg
36752,Girls,Apparel,Apparel Set,Clothing Set,Yellow,Casual,Little Miss Girls Blazing Yellow Clothing Set,36752.jpg,http://assets.myntassets.com/v1/images/style/properties/b2155f164df0ce2449e38487ff866c13_images.jpg
4187,Girls,Apparel,Topwear,Tshirts,Red,Casual,Disney Kids Girls Red Stripes Mickey Kidswear,4187.jpg,http://assets.myntassets.com/v1/images/style/properties/aa50b62fc69297b47a06af57fb28b6f9_images.jpg
34005,Girls,Apparel,Topwear,Tops,Purple,Casual,Palm Tree Girls Purple Top,34005.jpg,http://assets.myntassets.com/v1/images/style/properties/02d7604c67dcb64ea7d7a1df2ec14a64_images.jpg
40148,Girls,Apparel,Dress,Dresses,Blue,Casual,Gini and Jony Girls Play Suit Blue Dress,40148.jpg,http://assets.myntassets.com/v1/images/style/properties/8af97322c59892c16967db2d825ad5d4_images.jpg
4722,Girls,Apparel,Topwear,Tshirts,Purple,Casual,Disney Kids Girl's Jeans Purple Teen Kidswear,4722.jpg,http://assets.myntassets.com/v1/images/style/properties/8cd31490d4f6104b17b7fa7aef17c4d1_images.jpg
17619,Girls,Apparel,Bottomwear,Leggings,White,Casual,Doodle Girls Lace Bow White Leggings,17619.jpg,http://assets.myntassets.com/v1/images/style/properties/24a1988e621915aa6548ced9b54966a4_images.jpg
40989,Girls,Apparel,Topwear,Tops,White,Casual,Gini and Jony Girls Milan White Top,40989.jpg,http://assets.myntassets.com/v1/images/style/properties/51c287294ae1c465719654d225db960f_images.jpg
31122,Girls,Apparel,Topwear,Tops,White,Casual,Gini and Jony Girls Printed White Top,31122.jpg,http://assets.myntassets.com/v1/images/style/properties/aa5db411e82b2cedfa6e956050fa2fbd_images.jpg
23621,Girls,Apparel,Dress,Dresses,Navy Blue,Casual,Doodle Kids Girls Navy Blue Floral Print Dress,23621.jpg,http://assets.myntassets.com/v1/images/style/properties/a4be477154c1abe180dd8875e082ad6d_images.jpg
40945,Girls,Apparel,Topwear,Tops,Navy Blue,Casual,Gini and Jony Girls Nautical Blues Navy Blue Top,40945.jpg,http://assets.myntassets.com/v1/images/style/properties/3fd1f8b7bd76b7a218de2163c4c334b8_images.jpg
41299,Girls,Apparel,Topwear,Tops,Pink,Casual,Gini and Jony Girls Pink Top,41299.jpg,http://assets.myntassets.com/v1/images/style/properties/f3b1ecf791b3086923c0d24278503c3d_images.jpg
5438,Girls,Apparel,Topwear,Tshirts,Blue,Casual,Ant Kids Girl's Humming Birds Blue Kidswear,5438.jpg,http://assets.myntassets.com/v1/images/style/properties/c80a974a5e81c439cdbd5d8a59aa8d54_images.jpg
17621,Girls,Apparel,Bottomwear,Leggings,Pink,Casual,Doodle Girls Lace Bow LT.Pink Leggings,17621.jpg,http://assets.myntassets.com/v1/images/style/properties/765d05919ac272d74378de084442ec6c_images.jpg
47151,Girls,Apparel,Bottomwear,Capris,Black,Casual,Gini and Jony Kids Girls Black Capris,47151.jpg,http://assets.myntassets.com/v1/images/style/properties/Palm-Tree-Boys-Black-Capris_10487e9be9dbdeeb1e90b88cdca5fd4f_images.jpg
40146,Girls,Apparel,Bottomwear,Capris,Black,Casual,Gini and Jony Girls Elasticated Black Capris,40146.jpg,http://assets.myntassets.com/v1/images/style/properties/d6ab04be6195441bf95bc235df5ee871_images.jpg
31125,Girls,Apparel,Topwear,Tops,Peach,Casual,Palm Tree Girls Printed Peach Top,31125.jpg,http://assets.myntassets.com/v1/images/style/properties/9ee58192d535bd6197575abe2b65ff20_images.jpg
5575,Girls,Apparel,Bottomwear,Skirts,Green,Casual,Ant Kids Girl's Green Kidswear,5575.jpg,http://assets.myntassets.com/v1/images/style/properties/f2ec93a92dc6cc6c41e9442f3e1f7d7a_images.jpg
41744,Girls,Apparel,Topwear,Tops,White,Casual,Doodle Girls Printed White Top,41744.jpg,http://assets.myntassets.com/v1/images/style/properties/7c905596f925884ae6f666eae99b9a1e_images.jpg
24929,Girls,Apparel,Dress,Dresses,Navy Blue,Casual,United Colors of Benetton Kids Girls Navy Blue Dress,24929.jpg,http://assets.myntassets.com/v1/images/style/properties/56c18f1453cc845163ebcfa815d54059_images.jpg
30727,Girls,Apparel,Bottomwear,Salwar,Green,Ethnic,Fabindia Girls Green Mangalgiri Salwar,30727.jpg,http://assets.myntassets.com/v1/images/style/properties/0b2f0aea6f63b8891ab60dcf268827a2_images.jpg
5581,Girls,Apparel,Bottomwear,Skirts,Pink,Casual,Ant Kids Girl's Flower Print Frill Pink Kidswear,5581.jpg,http://assets.myntassets.com/v1/images/style/properties/6e904a394f7f2168108425278582170f_images.jpg
18172,Girls,Apparel,Topwear,Tops,Magenta,Casual,Doodle Kids Girls Magenta Layer Top,18172.jpg,http://assets.myntassets.com/v1/images/style/properties/c51813ebc17aa2ac35d9bd13918e984b_images.jpg
5586,Girls,Apparel,Bottomwear,Skirts,Brown,Casual,Ant Kids Girl's Tiger Print Kidswear,5586.jpg,http://assets.myntassets.com/v1/images/style/properties/80805a17e37462f7f2e0373044341164_images.jpg
33151,Girls,Apparel,Topwear,Tops,Pink,Casual,Gini and Jony Girls Printed Pink Top,33151.jpg,http://assets.myntassets.com/v1/images/style/properties/ca67b9192c78f27f924e325d32bbf50d_images.jpg
34710,Girls,Apparel,Topwear,Tshirts,Green,Casual,Allen Solly Kids Girls Polka Green T-shirt,34710.jpg,http://assets.myntassets.com/v1/images/style/properties/6e0f4aa5d284afc5ca10cadc725657ae_images.jpg
18175,Girls,Apparel,Dress,Dresses,Lavender,Casual,Doodle Kids Girls Party Frock Lavender Dress,18175.jpg,http://assets.myntassets.com/v1/images/style/properties/Doodle-Kids-Girls-Party-Frock-Lavender-Dress_f953dc1c6e0667de6e6143c9bc8e84df_images.jpg
35432,Girls,Apparel,Dress,Dresses,Pink,Casual,Doodle Girls Printed Pink Dress,35432.jpg,http://assets.myntassets.com/v1/images/style/properties/15bb1c9a2468a7c7685cedd967d70c41_images.jpg
41311,Girls,Apparel,Bottomwear,Capris,White,Casual,Gini and Jony Girls Fixed Weast White Capris,41311.jpg,http://assets.myntassets.com/v1/images/style/properties/69a8cd00dab8144c1ecdc1c17f1a8181_images.jpg
30729,Girls,Apparel,Bottomwear,Salwar,Blue,Ethnic,Fabindia Girls Printed Blue Salwar,30729.jpg,http://assets.myntassets.com/v1/images/style/properties/8f1136a979a7fd379124fc408c6288dc_images.jpg
34721,Girls,Apparel,Bottomwear,Trousers,Black,Casual,Allen Solly Kids Girls Twill Black Trousers,34721.jpg,http://assets.myntassets.com/v1/images/style/properties/46834572a4f842f6a984ec1a3a86eb9e_images.jpg
43687,Girls,Apparel,Topwear,Tops,Pink,Casual,Doodle Girls Pink Top,43687.jpg,http://assets.myntassets.com/v1/images/style/properties/654e5e32ad789b464336bcf791ccac40_images.jpg
34148,Girls,Apparel,Bottomwear,Skirts,Blue,Casual,Gini and Jony Girls Washed Blue Skirt,34148.jpg,http://assets.myntassets.com/v1/images/style/properties/c90319b0bf114581aa3dc692239a0607_images.jpg
41973,Girls,Apparel,Topwear,Tops,Pink,Casual,Gini and Jony Girls Core Pink Top,41973.jpg,http://assets.myntassets.com/v1/images/style/properties/d8dd724a0b5d3914d46fa0ff33cd4ebe_images.jpg
2732,Girls,Apparel,Topwear,Tops,White,Casual,Disney Kids Girl's White Round Neck Kidswear,2732.jpg,http://assets.myntassets.com/v1/images/style/properties/583a974fad1c0648fb398ee36ce4c737_images.jpg
37560,Girls,Apparel,Bottomwear,Shorts,White,Casual,Madagascar3 Girls White Shorts,37560.jpg,http://assets.myntassets.com/v1/images/style/properties/3124d5493431f4486a78e225f16e063e_images.jpg
38948,Girls,Apparel,Topwear,Tops,Pink,Casual,Gini and Jony Girls Printed Pink Top,38948.jpg,http://assets.myntassets.com/v1/images/style/properties/bd6beca2ecb6c032dd375ef31cdc4878_images.jpg
37558,Girls,Apparel,Bottomwear,Shorts,Pink,Casual,Madagascar3 Girls Pink Shorts,37558.jpg,http://assets.myntassets.com/v1/images/style/properties/a24d56c62e864498ae9543debfd44f4e_images.jpg
37567,Girls,Apparel,Topwear,Tshirts,Green,Casual,Madagascar3 Infant Girls Light Green  T-Shirt,37567.jpg,http://assets.myntassets.com/v1/images/style/properties/fa3f3b499d7acba16da2eb19bfcea79d_images.jpg
9927,Girls,Apparel,Topwear,Tshirts,Orange,Casual,Doodle Girls Saturday 24Am Orange Tshirts,9927.jpg,http://assets.myntassets.com/v1/images/style/properties/48096c6ccd4ec90cb07b0cdae76d76ec_images.jpg
36217,Girls,Apparel,Bottomwear,Shorts,Pink,Casual,Gini Jony Girls Pink Shorts,36217.jpg,http://assets.myntassets.com/v1/images/style/properties/7b3da832a680c583a16437cb72998447_images.jpg
39851,Girls,Apparel,Topwear,Tops,Blue,Casual,Gini and Jony Girls Printed Blue Top,39851.jpg,http://assets.myntassets.com/v1/images/style/properties/0ecb4a9a26d5eea43cb8cb536d70f924_images.jpg
24945,Girls,Apparel,Topwear,Tops,Green,Casual,United Colors of Benetton Kids Girls Green Printed Top,24945.jpg,http://assets.myntassets.com/v1/images/style/properties/b0741bcf511dc6a4d6e5efd9c9e0dbd3_images.jpg
21853,Girls,Apparel,Topwear,Tshirts,Orange,Casual,Chhota Bheem Kids Girls Sea Princess Light Orange T-shirt,21853.jpg,http://assets.myntassets.com/v1/images/style/properties/c6f8270f8dbed74b6f818d4ad78cddf4_images.jpg
35450,Girls,Apparel,Topwear,Tops,White,Casual,Doodle Girls Printed White Top,35450.jpg,http://assets.myntassets.com/v1/images/style/properties/42ce8327e397e04e96d09e9cd367df8a_images.jpg
37551,Girls,Apparel,Socks,Booties,White,Casual,Madagascar 3 Infant Girls White Booties,37551.jpg,http://assets.myntassets.com/v1/images/style/properties/f8295cda196d978f23f87836a2ed44b4_images.jpg
34112,Girls,Apparel,Topwear,Tops,White,Casual,Doodle Girls Printed White Top,34112.jpg,http://assets.myntassets.com/v1/images/style/properties/b6f76356471bc5036529d22847f30b82_images.jpg
2703,Girls,Apparel,Topwear,Tops,Pink,Casual,Disney Kids Girl's Check Pink Kidswear,2703.jpg,http://assets.myntassets.com/v1/images/style/properties/6d58c5c0a0a3a7a57153bf7f91af4e10_images.jpg
37569,Girls,Apparel,Topwear,Tshirts,Green,Casual,Madagascar3 Infant Girls Light Green T-Shirt,37569.jpg,http://assets.myntassets.com/v1/images/style/properties/8880a4bb94ce0a100fea981b3f1dc876_images.jpg
24942,Girls,Apparel,Topwear,Tops,Black,Casual,United Colors of Benetton Kids Girls Black Top,24942.jpg,http://assets.myntassets.com/v1/images/style/properties/a02e50b2758a452e152466444c8142c7_images.jpg
2704,Girls,Apparel,Dress,Dresses,White,Casual,Disney Kids Girl's White Pooh Kidswear,2704.jpg,http://assets.myntassets.com/v1/images/style/properties/94e188c83a2bb83e8744db8e103808d8_images.jpg
34115,Girls,Apparel,Dress,Dresses,Blue,Casual,Doodle Girls Printed Blue Dress,34115.jpg,http://assets.myntassets.com/v1/images/style/properties/fcdf72bd05e4bebcbb8ee8c80cdb1f46_images.jpg
38946,Girls,Apparel,Topwear,Tops,Green,Casual,Gini and Jony Girls Printed Green Top,38946.jpg,http://assets.myntassets.com/v1/images/style/properties/89bd4dc8836362078f69fe487f9bbdf2_images.jpg
35434,Girls,Apparel,Dress,Dresses,Blue,Casual,Doodle Girls Printed Blue Dress,35434.jpg,http://assets.myntassets.com/v1/images/style/properties/eb803400e8bf3cda9278c172dcb5df4b_images.jpg
42592,Girls,Apparel,Dress,Dresses,Pink,Casual,United Colors of Benetton Kids Girls Pink Printed Dress,42592.jpg,http://assets.myntassets.com/v1/images/style/properties/9144d031e862031c402cbf70d5f3493a_images.jpg
34149,Girls,Apparel,Bottomwear,Skirts,Blue,Casual,Gini and Jony Girls Washed Blue Skirt,34149.jpg,http://assets.myntassets.com/v1/images/style/properties/88415cd8dc1afc94b06a2316fc0065ee_images.jpg
41310,Girls,Apparel,Topwear,Tops,White,Casual,Gini and Jony Girls Knits White Top,41310.jpg,http://assets.myntassets.com/v1/images/style/properties/b4eb0635acf3f7225c34eaef205608f6_images.jpg
23132,Girls,Apparel,Topwear,Tshirts,Orange,Casual,Chhota Bheem Kids Girls Sea Princess Light Orange T-shirt,23132.jpg,http://assets.myntassets.com/v1/images/style/properties/477e9704cd34e7ece07773f290eef2f9_images.jpg
35433,Girls,Apparel,Dress,Dresses,Blue,Casual,Doodle Girls Printed Blue Dress,35433.jpg,http://assets.myntassets.com/v1/images/style/properties/040f4b797717b62190df0488dc7bfef8_images.jpg
38922,Girls,Apparel,Topwear,Tshirts,Green,Casual,Allen Solly Kids Girls Polka Green T-shirt,38922.jpg,http://assets.myntassets.com/v1/images/style/properties/be70aecdbc1daa56103753e0777c9c40_images.jpg
30728,Girls,Apparel,Bottomwear,Salwar,Orange,Ethnic,Fabindia Girls Orange Mangalgiri Salwar,30728.jpg,http://assets.myntassets.com/v1/images/style/properties/9a1ad2d93bc7dd5a810d10f9d9b5aaf6_images.jpg
18174,Girls,Apparel,Dress,Dresses,Lavender,Casual,Doodle Kids Girls Party Frock Lavender Dress,18174.jpg,http://assets.myntassets.com/v1/images/style/properties/188bb0c12181524f925643817ddba79d_images.jpg
43688,Girls,Apparel,Topwear,Tops,Pink,Casual,Doodle Girls Pink Top,43688.jpg,http://assets.myntassets.com/v1/images/style/properties/a2c6d8bd84ebea6950a692f6190e1c63_images.jpg
30726,Girls,Apparel,Topwear,Lehenga Choli,Blue,Ethnic,Fabindia Girls Printed Blue Lehenga Choli,30726.jpg,http://assets.myntassets.com/v1/images/style/properties/6d7c154f64e508acf28fd45812fdb1c5_images.jpg
39835,Girls,Apparel,Topwear,Tops,Peach,Casual,Gini and Jony Girls Printed Peach Top,39835.jpg,http://assets.myntassets.com/v1/images/style/properties/a7e6fca57d133337f6e76e3b5e74fd20_images.jpg
39009,Girls,Apparel,Topwear,Tops,Pink,Casual,Gini and Jony Girls Pretty Pink Top,39009.jpg,http://assets.myntassets.com/v1/images/style/properties/33fcff5e472a1f64c56088da1e15030a_images.jpg
18173,Girls,Apparel,Topwear,Tops,Magenta,Casual,Doodle Kids Girls Layer Magenta Top,18173.jpg,http://assets.myntassets.com/v1/images/style/properties/125d4e288484ab5eb9b3576d10c4f90b_images.jpg
37568,Girls,Apparel,Topwear,Tshirts,Pink,Casual,Madagascar3 Infant Girls Pink  T-Shirt,37568.jpg,http://assets.myntassets.com/v1/images/style/properties/c0ea2379502c709bab7583a9e0d93c77_images.jpg
24943,Girls,Apparel,Topwear,Tshirts,White,Casual,United Colors of Benetton Kids Girls White T-shirt,24943.jpg,http://assets.myntassets.com/v1/images/style/properties/788904686845d131b3080703b7ed833f_images.jpg
36218,Girls,Apparel,Bottomwear,Leggings,Pink,Casual,Gini Jony Girls Pink Leggings,36218.jpg,http://assets.myntassets.com/v1/images/style/properties/c70d9413e494e192242c534345a6fcf8_images.jpg
38947,Girls,Apparel,Topwear,Tops,Green,Casual,Gini and Jony Girls Printed Green Top,38947.jpg,http://assets.myntassets.com/v1/images/style/properties/73a5142004af33e2e57bc6dfd086be88_images.jpg
2705,Girls,Apparel,Dress,Dresses,Blue,Casual,Disney Kids Girl's Blue Pooh Blouse Kidswear,2705.jpg,http://assets.myntassets.com/v1/images/style/properties/7ad1a1f284cd3f20793137fb1d3f1adc_images.jpg
34114,Girls,Apparel,Dress,Dresses,Blue,Casual,Doodle Girls Printed Blue Dress,34114.jpg,http://assets.myntassets.com/v1/images/style/properties/1aea73f3c304e3040415b062fb05045e_images.jpg
24944,Girls,Apparel,Topwear,Tops,Red,Casual,United Colors of Benetton Kids Girls Red Top,24944.jpg,http://assets.myntassets.com/v1/images/style/properties/72c95798d2f69b2779ad3425d8f90cab_images.jpg
34113,Girls,Apparel,Dress,Dresses,Pink,Casual,Doodle Girls Printed Pink Dress,34113.jpg,http://assets.myntassets.com/v1/images/style/properties/000174f2f726e70f43d452d37d63be73_images.jpg
43041,Girls,Apparel,Topwear,Tops,Pink,Casual,Gini and Jony Girls Pink Top,43041.jpg,http://assets.myntassets.com/v1/images/style/properties/fc76d54df4b8669a6b7ebd8cdd422e7a_images.jpg
2702,Girls,Apparel,Topwear,Shirts,Blue,Casual,Disney Kids Girl's Blue Check Kidswear Shirt,2702.jpg,http://assets.myntassets.com/v1/images/style/properties/9b347b32ebb06258003a14103ac0b699_images.jpg
35451,Girls,Apparel,Topwear,Tops,White,Casual,Doodle Girls Printed White Top,35451.jpg,http://assets.myntassets.com/v1/images/style/properties/e9ff9faeeaa1525cf4f2bc477f389862_images.jpg
37550,Girls,Apparel,Socks,Booties,Green,Casual,Madagascar 3 Infant Girls Light Green Booties,37550.jpg,http://assets.myntassets.com/v1/images/style/properties/892734f1ce7baef6ffced2edf9763489_images.jpg
24986,Girls,Apparel,Topwear,Tops,White,Casual,United Colors of Benetton Kids Girls White Top,24986.jpg,http://assets.myntassets.com/v1/images/style/properties/cc0e4445c913e9035687d41b8f4d39a3_images.jpg
41975,Girls,Apparel,Bottomwear,Capris,White,Casual,Gini and Jony Girls White Pedal Pusher,41975.jpg,http://assets.myntassets.com/v1/images/style/properties/6d68a19ae5708b220e246c777c9dd890_images.jpg
38949,Girls,Apparel,Topwear,Tops,Pink,Casual,Gini and Jony Girls Printed Pink Top,38949.jpg,http://assets.myntassets.com/v1/images/style/properties/85fc195f1469f2d70d3f889e24f443f0_images.jpg
37559,Girls,Apparel,Bottomwear,Shorts,Green,Casual,Madagascar3 Girls Green Shorts,37559.jpg,http://assets.myntassets.com/v1/images/style/properties/d51cfcda64ad50e35d55be5de01b7836_images.jpg
36216,Girls,Apparel,Bottomwear,Shorts,Magenta,Casual,Gini and Jony Girls Core Magenta Shorts,36216.jpg,http://assets.myntassets.com/v1/images/style/properties/75d12afdb462482c33821215208e6bc6_images.jpg
37566,Girls,Apparel,Topwear,Tshirts,Pink,Casual,Madagascar3 Infant Girls Pink  T-Shirt,37566.jpg,http://assets.myntassets.com/v1/images/style/properties/514f407e564a4ed1e6b8e4b7629e950f_images.jpg
21863,Girls,Apparel,Topwear,Tops,Yellow,Casual,Chhota Bheem Kids Girls Lets Catch Them Yellow Top,21863.jpg,http://assets.myntassets.com/v1/images/style/properties/fa10019b09df17da1f1abf127564d4a4_images.jpg
38340,Girls,Apparel,Topwear,Tops,Off White,Casual,Mr. Men Little Miss Girls Off White Top,38340.jpg,http://assets.myntassets.com/v1/images/style/properties/864e3956926fcc6b2cdba1efdd560ae6_images.jpg
41972,Girls,Apparel,Topwear,Tops,Blue,Casual,Gini and Jony Girls Summer Up Blue Top,41972.jpg,http://assets.myntassets.com/v1/images/style/properties/8052d65cd17bd197d8dcaba23f6337de_images.jpg
37561,Girls,Apparel,Topwear,Rompers,Pink,Casual,Madagascar3 Infant Girls Pink Snapsuit Romper,37561.jpg,http://assets.myntassets.com/v1/images/style/properties/90b51413b2ba03c732d1c0b046b29c7d_images.jpg
35442,Girls,Apparel,Topwear,Tops,White,Casual,Doodle Girls Printed White Top,35442.jpg,http://assets.myntassets.com/v1/images/style/properties/9379337bd2128b08d61013ce51ff6758_images.jpg
2711,Girls,Apparel,Dress,Dresses,Pink,Casual,Disney Kids Girl's Halter Neck Pink Kidswear,2711.jpg,http://assets.myntassets.com/v1/images/style/properties/fc6d2b58d0eeb683f893d94381128dba_images.jpg
3896,Girls,Apparel,Bottomwear,Skirts,Blue,Casual,Disney Kids Girl's Denim Minnie Dark Blue Skirt,3896.jpg,http://assets.myntassets.com/v1/images/style/properties/614c9a59da5280c623d964f4457516f0_images.jpg
37588,Girls,Apparel,Topwear,Tshirts,Pink,Casual,Madagascar3 Infant Girls Pink  T-Shirt,37588.jpg,http://assets.myntassets.com/v1/images/style/properties/71ad4f3dab039bf26ca14412ead946b5_images.jpg
38998,Girls,Apparel,Dress,Dresses,Pink,Casual,Gini and Jony Girls Summer Paradise Pink Dress,38998.jpg,http://assets.myntassets.com/v1/images/style/properties/7202f940405db7155818d7aba16aedb1_images.jpg
34107,Girls,Apparel,Topwear,Tops,Pink,Casual,Doodle Girls Pink Top,34107.jpg,http://assets.myntassets.com/v1/images/style/properties/b33f443f510c4e83437e2c9f9cdb17ce_images.jpg
13341,Girls,Apparel,Bottomwear,Capris,Purple,Casual,Gini and Jony Girls Purple Capris,13341.jpg,http://assets.myntassets.com/v1/images/style/properties/Gini-and-Jony-Kids-Girls-Solid-Purple-Capris_c0539493326d8119a49b6eb5f2b0307f_images.jpg
